Task ID: a7b04366-9352-4547-9df8-600875d43431 | Time: 2023-12-24T02:10:58.778449800 | Error: Could not roll back JPA transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.183455400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.184455100 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.185454500 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.186454700 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.187453200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.188452200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.189452200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.190452 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.191451200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.191451200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.192450900 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.193450700 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.195448200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.195448200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.196447500 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.197447100 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.198446300 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.199445800 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.200445200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.201443800 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.201443800 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.202443300 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.203443200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.203443200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.204442200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.204442200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.205441600 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.206441 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.207441300 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.208440800 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.208440800 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.209439300 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.210439300 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.210439300 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.211437700 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.212437500 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.213437400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.213437400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.214436500 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.214436500 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.215435 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.216435 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.217434100 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.218433900 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.219433900 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.220433 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.220433 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.221431400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.222432 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.222432 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.223430700 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.224430200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.225429600 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.226429300 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.228429100 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.229426900 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.230426 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.231425500 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.232424900 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.232424900 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.233423700 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.234424 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.235423100 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.236422400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.236422400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.237422700 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.238422100 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.239420 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.240420400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.240420400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.241419500 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.241419500 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.242418500 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.243418400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.243418400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.244417400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.244417400 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.245416900 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.246416 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.246416 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.247416200 | Error: Could not open JPA EntityManager for transaction
Task ID: 864d2cbc-0db3-497f-9f3d-05b919cfc14f | Time: 2023-12-24T02:23:22.248415400 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.819252 | Error: Could not roll back JPA transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.822250300 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.835242300 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.839239200 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.846236 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.848233900 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.849233 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.852233100 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.878217600 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.881214700 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.885211200 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.888209900 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.899201900 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.902201300 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.905200600 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.909196400 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.912193900 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.914194 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.916191900 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.918190700 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.919190300 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.922187800 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.923187800 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.925186400 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.927185600 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.929183700 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.931182800 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.932183 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.933181400 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.935180100 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.936179 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.940177400 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.941176300 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.942175400 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.944177700 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.945173300 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.946172600 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.947172100 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.948171900 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.949170900 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.950171600 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.952168700 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.953168400 | Error: Could not open JPA EntityManager for transaction
Task ID: e91499f8-752f-4cde-87fd-83c11608ef8f | Time: 2023-12-24T02:26:29.954168900 | Error: Could not open JPA EntityManager for transaction
